"MSSubClass","MSZoning","LotArea","LotShape","LandContour","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtFinType1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageCars","GarageArea","GarageQual","PavedDrive","MoSold","YrSold","SalePrice"
30,"RM",5890,"Reg","Lvl","IDOTRR","Norm","Norm","1Fam","1Story",6,8,1930,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","None",3,"Gd","BrkTil",4,"TA","ALQ","Unf",278,816,"GasA","Ex","Y","SBrkr",816,0,0,816,0,0,1,0,2,1,4,5,"Typ",0,"Detchd",1,432,"TA","Y",6,2008,120500
60,"RL",13700,"IR1","Lvl","NAmes","Norm","Norm","1Fam","2Story",7,6,1965,1988,"Gable","CompShg","VinylSd","VinylSd","Stone",4,"TA","CBlock",4,"TA","ALQ","Unf",410,864,"GasA","TA","Y","SBrkr",902,918,0,1820,0,0,1,2,4,1,3,8,"Typ",2,"Attchd",2,492,"TA","Y",5,2008,201800
20,"RL",10768,"IR1","Lvl","Veenker","Norm","Norm","1Fam","1Story",5,8,1976,2004,"Gable","CompShg","Plywood","Plywood","None",3,"Gd","CBlock",3,"TA","ALQ","Unf",280,1437,"GasA","TA","Y","SBrkr",1437,0,0,1437,1,0,2,0,3,1,3,6,"Typ",1,"Attchd",2,528,"TA","Y",7,2007,218000
80,"RL",9350,"Reg","Lvl","NAmes","Norm","Norm","1Fam","SLvl",5,8,1965,1999,"Gable","CompShg","BrkFace","BrkFace","None",4,"Gd","PConc",4,"TA","ALQ","Unf",586,1219,"GasA","Gd","Y","SBrkr",1265,0,0,1265,0,1,2,0,3,1,3,6,"Typ",1,"Attchd",2,502,"TA","Y",10,2008,179900
120,"RL",5001,"IR1","Lvl","NridgHt","Norm","Norm","Twnhs","1Story",7,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",3,"TA","PConc",3,"TA","GLQ","Unf",410,1314,"GasA","Ex","Y","SBrkr",1314,0,0,1314,1,0,2,0,2,1,3,6,"Typ",1,"Attchd",2,626,"TA","Y",7,2009,230000
20,"RL",11932,"Reg","Lvl","Somerst","Feedr","Norm","1Fam","1Story",8,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",3,"TA","PConc",3,"TA","Unf","Unf",1580,1580,"GasA","Ex","Y","SBrkr",1580,0,0,1580,0,0,2,0,3,1,3,7,"Typ",0,"Attchd",3,830,"TA","Y",6,2008,235128
60,"RL",9120,"Reg","Lvl","NWAmes","Norm","Norm","1Fam","2Story",6,6,1974,1974,"Hip","CompShg","HdBoard","HdBoard","BrkFace",3,"TA","CBlock",4,"TA","ALQ","Unf",459,901,"GasA","TA","Y","SBrkr",943,933,0,1876,0,0,2,1,4,1,3,8,"Typ",1,"Attchd",2,540,"Gd","Y",7,2008,185000
160,"RL",2280,"Reg","Lvl","NPkVill","Norm","Norm","Twnhs","2Story",6,5,1978,1978,"Gable","CompShg","Plywood","Brk Cmn","None",4,"TA","CBlock",3,"TA","ALQ","Unf",544,855,"GasA","Fa","Y","SBrkr",855,601,0,1456,0,0,2,1,3,1,4,7,"Typ",1,"Attchd",2,440,"TA","Y",7,2010,146000
20,"RL",14778,"IR1","Low","Crawfor","PosN","Norm","1Fam","1Story",6,7,1954,2006,"Hip","CompShg","HdBoard","HdBoard","BrkFace",3,"TA","CBlock",4,"TA","BLQ","Unf",568,1296,"GasA","Ex","Y","SBrkr",1640,0,0,1640,1,0,1,0,3,1,3,7,"Typ",1,"Detchd",2,924,"TA","Y",11,2008,224000
20,"RL",8724,"Reg","Lvl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1968,1968,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","CBlock",3,"TA","BLQ","Unf",402,894,"GasA","Gd","Y","SBrkr",894,0,0,894,0,0,1,0,3,1,4,5,"Typ",1,"Attchd",2,450,"TA","Y",5,2007,129000
90,"RL",12900,"Reg","Lvl","Sawyer","Feedr","Norm","Duplex","SFoyer",4,4,1969,1969,"Gable","CompShg","Plywood","Plywood","None",4,"TA","CBlock",3,"TA","GLQ","Unf",0,1198,"GasA","TA","Y","SBrkr",1258,0,0,1258,2,0,0,2,0,2,4,6,"Typ",0,"CarPort",2,400,"Fa","Y",1,2008,108959
80,"RL",16157,"IR1","Lvl","Veenker","Feedr","Norm","1Fam","SLvl",5,7,1978,1978,"Gable","CompShg","Plywood","Plywood","None",4,"TA","PConc",3,"TA","ALQ","Rec",289,1360,"GasA","Ex","Y","SBrkr",1432,0,0,1432,1,0,1,1,2,1,3,5,"Typ",1,"Attchd",2,588,"TA","Y",6,2007,194000
20,"RL",9541,"IR1","Lvl","NridgHt","Norm","Norm","1Fam","1Story",7,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",3,"TA","PConc",3,"TA","Unf","Unf",1502,1502,"GasA","Ex","Y","SBrkr",1502,0,0,1502,0,0,2,0,3,1,3,7,"Typ",0,"Attchd",2,644,"TA","Y",9,2009,233170
20,"RL",10475,"IR1","Lvl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",3,"TA","PConc",3,"TA","Unf","Unf",1694,1694,"GasA","Ex","Y","SBrkr",1694,0,0,1694,0,0,2,0,3,1,3,7,"Typ",0,"Attchd",3,776,"TA","Y",2,2010,245350
60,"RL",10852,"IR1","Lvl","Gilbert","RRAn","Norm","1Fam","2Story",6,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","PConc",3,"TA","GLQ","Unf",173,959,"GasA","Ex","Y","SBrkr",959,712,0,1671,1,0,2,1,3,1,4,7,"Typ",1,"Attchd",2,472,"TA","Y",2,2006,173000
70,"RL",13728,"Reg","Lvl","Edwards","Norm","Norm","1Fam","2Story",6,7,1935,1986,"Hip","CompShg","Stucco","Stucco","None",4,"TA","CBlock",4,"TA","Rec","Unf",501,1127,"GasA","Ex","Y","SBrkr",1236,872,0,2108,0,0,2,0,4,1,3,7,"Typ",2,"Basment",2,540,"TA","Y",7,2008,235000
60,"RL",35760,"IR1","Lvl","NoRidge","Norm","Norm","1Fam","2Story",10,5,1995,1996,"Hip","CompShg","HdBoard","HdBoard","BrkFace",3,"Gd","PConc",1,"TA","GLQ","Unf",543,1930,"GasA","Ex","Y","SBrkr",1831,1796,0,3627,1,0,3,1,4,1,3,10,"Typ",1,"Attchd",3,807,"TA","Y",7,2006,625000
80,"RL",9880,"Reg","Lvl","Mitchel","Norm","Norm","1Fam","SLvl",6,6,1977,1977,"Gable","CompShg","Plywood","Plywood","None",4,"TA","CBlock",4,"TA","ALQ","Unf",574,1096,"GasA","TA","Y","SBrkr",1118,0,0,1118,1,0,1,0,3,1,4,6,"Typ",1,"Attchd",1,358,"TA","Y",7,2008,171000
20,"RL",9120,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",6,6,1958,1958,"Hip","CompShg","MetalSd","MetalSd","None",4,"TA","CBlock",4,"TA","ALQ","Unf",599,1261,"GasA","Ex","Y","SBrkr",1261,0,0,1261,1,0,1,0,3,1,4,6,"Typ",1,"Attchd",2,433,"TA","Y",11,2008,163000
160,"FV",4017,"IR1","Lvl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2006,2007,"Gable","CompShg","MetalSd","MetalSd","None",3,"TA","PConc",3,"TA","Unf","Unf",625,625,"GasA","Ex","Y","SBrkr",625,625,0,1250,0,0,2,1,2,1,3,5,"Typ",0,"Detchd",2,625,"TA","Y",3,2008,171900
50,"RL",18030,"IR1","Bnk","ClearCr","Norm","Norm","1Fam","1.5Fin",5,6,1946,1994,"Gable","CompShg","MetalSd","MetalSd","None",4,"TA","CBlock",4,"TA","Rec","BLQ",977,1598,"GasA","TA","Y","SBrkr",1636,971,479,3086,0,0,3,0,3,1,1,12,"Maj1",1,NA,0,0,NA,"Y",3,2007,200500
70,"RL",16560,"IR1","Lvl","Crawfor","Norm","Norm","1Fam","2Story",6,8,1932,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","BrkTil",3,"TA","Rec","Unf",449,952,"GasA","TA","Y","SBrkr",1170,1175,0,2345,0,0,2,1,4,1,4,9,"Typ",1,"Detchd",2,360,"TA","Y",7,2006,239000
50,"RL",10678,"Reg","Lvl","NoRidge","Norm","Norm","1Fam","1.5Fin",8,5,1992,2000,"Hip","CompShg","HdBoard","HdBoard","BrkFace",3,"TA","PConc",3,"TA","GLQ","Unf",983,1683,"GasA","Ex","Y","SBrkr",2129,743,0,2872,0,0,2,1,4,1,3,9,"Typ",1,"Attchd",2,541,"TA","Y",4,2007,285000
20,"RL",6951,"IR1","Lvl","Mitchel","Norm","Norm","1Fam","1Story",5,5,1984,1985,"Gable","CompShg","HdBoard","Plywood","None",4,"TA","CBlock",4,"TA","ALQ","Unf",218,876,"GasA","TA","Y","SBrkr",923,0,0,923,1,0,1,0,3,1,4,5,"Typ",0,"Attchd",1,264,"TA","Y",10,2008,119500
50,"RM",3950,"Reg","Bnk","OldTown","Artery","Norm","1Fam","1.5Fin",6,8,1926,2004,"Gable","CompShg","MetalSd","MetalSd","None",4,"TA","CBlock",4,"TA","Rec","Unf",350,818,"GasA","TA","Y","SBrkr",818,406,0,1224,0,0,1,0,3,1,4,5,"Typ",0,"Detchd",1,210,"TA","N",12,2009,115000
50,"RL",7681,"IR1","Lvl","Crawfor","Norm","Norm","1Fam","1.5Fin",5,6,1921,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","BrkTil",4,"TA","Unf","Unf",731,731,"GasA","Ex","Y","SBrkr",820,523,0,1343,0,0,1,1,3,1,4,7,"Typ",1,"Detchd",1,186,"Fa","Y",7,2009,154900
20,"RL",8335,"Reg","Lvl","Edwards","Norm","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","Slab",3.26141953619115,NA,NA,NA,0,0,"GasA","Gd","Y","SBrkr",1124,0,0,1124,0,0,1,0,3,1,4,5,"Min2",1,NA,0,0,NA,"N",4,2006,93000
60,"RL",11170,"IR2","Lvl","Timber","Norm","Norm","1Fam","2Story",7,5,1990,1991,"Gable","CompShg","MetalSd","MetalSd","None",4,"TA","Wood",3,"TA","LwQ","Unf",0,1216,"GasA","Ex","Y","SBrkr",1298,1216,0,2514,0,0,2,1,4,1,4,8,"Typ",0,"Attchd",2,693,"TA","Y",4,2006,250000
120,"RM",5587,"IR1","HLS","Crawfor","Norm","Norm","TwnhsE","1Story",8,5,2008,2008,"Hip","CompShg","CemntBd","CmentBd","Stone",1,"TA","PConc",1,"TA","GLQ","Unf",120,1600,"GasA","Ex","Y","SBrkr",1652,0,0,1652,1,1,2,0,2,1,3,5,"Typ",1,"Attchd",2,482,"TA","Y",11,2008,392500
60,"RL",15623,"IR1","Lvl","NoRidge","Norm","Norm","1Fam","2Story",10,5,1996,1996,"Hip","CompShg","Wd Sdng","ImStucc","None",3,"TA","PConc",1,"TA","GLQ","Unf",300,2396,"GasA","Ex","Y","SBrkr",2411,2065,0,4476,1,0,3,1,4,1,1,10,"Typ",2,"Attchd",3,813,"TA","Y",7,2007,745000
30,"RL",10800,"Reg","Lvl","OldTown","Norm","Norm","1Fam","1Story",5,6,1920,1950,"Hip","CompShg","Stucco","Stucco","None",4,"TA","BrkTil",4,"TA","Rec","Unf",299,1120,"GasA","Ex","Y","SBrkr",1130,0,0,1130,1,0,1,0,2,1,4,5,"Typ",1,"Detchd",2,720,"TA","Y",6,2006,120000
20,"RL",35133,"Reg","Lvl","Timber","Norm","Norm","1Fam","1Story",5,4,1963,1963,"Hip","CompShg","MetalSd","MetalSd","BrkFace",4,"TA","CBlock",4,"TA","Rec","Unf",413,1572,"GasA","Gd","Y","SBrkr",1572,0,0,1572,1,0,1,1,3,1,4,5,"Typ",2,"2Types",3,995,"TA","Y",5,2007,186700
50,"RL",9738,"Reg","Lvl","Edwards","Norm","Norm","1Fam","1.5Fin",5,7,1924,1950,"Gable","CompShg","AsbShng","AsbShng","None",4,"Gd","BrkTil",4,"TA","BLQ","Unf",392,784,"GasA","Gd","Y","SBrkr",949,272,0,1221,1,0,1,0,4,1,4,7,"Typ",0,"Attchd",1,392,"TA","Y",3,2006,104900
190,"RL",10615,"IR1","Bnk","OldTown","Artery","Artery","2fmCon","2Story",3,5,1900,1970,"Gable","CompShg","HdBoard","HdBoard","None",4,"TA","CBlock",2,"TA","BLQ","Unf",538,978,"GasA","TA","Y","SBrkr",1014,685,0,1699,1,0,2,0,3,2,4,7,"Typ",0,"CarPort",2,420,"Fa","Y",8,2009,95000
20,"RL",12461,"Reg","Lvl","NoRidge","Norm","Norm","1Fam","1Story",8,5,1994,1995,"Gable","CompShg","ImStucc","ImStucc","None",3,"TA","PConc",3,"TA","GLQ","Unf",168,1624,"GasA","Ex","Y","SBrkr",1624,0,0,1624,1,0,2,0,2,1,3,5,"Typ",1,"Attchd",3,757,"TA","Y",7,2006,262000
60,"RL",8935,"IR1","Lvl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","Unf","Unf",831,831,"GasA","Ex","Y","SBrkr",831,829,0,1660,0,0,2,1,3,1,3,7,"Typ",0,"Attchd",2,493,"TA","Y",7,2009,195000
60,"RL",7500,"Reg","Lvl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","PConc",4,"TA","Unf","Unf",994,994,"GasA","Gd","Y","SBrkr",1028,776,0,1804,0,0,2,1,3,1,3,7,"Typ",1,"Attchd",2,442,"TA","Y",6,2010,189000
190,"RL",32463,"Reg","Low","Mitchel","Norm","Norm","2fmCon","1Story",4,4,1961,1975,"Gable","CompShg","MetalSd","MetalSd","Stone",4,"Gd","CBlock",4,"TA","BLQ","Unf",90,1249,"GasA","Ex","Y","SBrkr",1622,0,0,1622,1,0,1,0,3,1,4,7,"Typ",1,"2Types",4,1356,"TA","Y",3,2007,168000
160,"FV",2645,"Reg","Lvl","Somerst","Norm","Norm","Twnhs","2Story",8,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",3,"TA","PConc",3,"TA","Unf","Unf",776,776,"GasA","Ex","Y","SBrkr",764,677,0,1441,0,0,2,1,2,1,3,5,"Typ",0,"Detchd",2,492,"TA","Y",11,2007,174000
50,"RM",9600,"Reg","Lvl","OldTown","Norm","Norm","1Fam","1.5Fin",5,8,1925,1994,"Gambrel","CompShg","VinylSd","VinylSd","None",4,"TA","PConc",4,"TA","Unf","Unf",702,702,"GasA","Gd","Y","SBrkr",842,630,0,1472,0,0,1,0,3,1,3,6,"Typ",0,"Detchd",1,250,"TA","P",7,2007,125000
120,"RM",4500,"Reg","Lvl","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1999,1999,"Hip","CompShg","VinylSd","VinylSd","BrkFace",4,"TA","PConc",1,"TA","GLQ","Unf",341,1224,"GasA","Ex","Y","SBrkr",1224,0,0,1224,1,0,2,0,2,1,4,5,"Typ",0,"Attchd",2,402,"TA","Y",6,2009,165000
60,"RL",9364,"Reg","Lvl","Sawyer","Norm","Norm","1Fam","2Story",6,7,1969,1969,"Gable","CompShg","HdBoard","HdBoard","Stone",4,"TA","CBlock",4,"TA","ALQ","Unf",292,663,"GasA","TA","Y","SBrkr",663,689,0,1352,0,0,1,1,4,1,4,7,"Typ",0,"Attchd",1,299,"TA","Y",3,2010,158000
60,"RL",8029,"IR1","Lvl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","PConc",3,"TA","Unf","Unf",728,728,"GasA","Ex","Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,3,8,"Typ",0,"Attchd",2,400,"TA","Y",7,2008,176000
60,"RL",14054,"IR1","Lvl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"TA","Unf","Unf",879,879,"GasA","Ex","Y","SBrkr",879,984,0,1863,0,0,2,1,4,1,3,9,"Typ",1,"BuiltIn",3,660,"TA","Y",11,2006,219210
75,"RM",8850,"IR1","Bnk","OldTown","Norm","Norm","1Fam","2.5Unf",7,6,1916,1950,"Gable","CompShg","MetalSd","MetalSd","None",4,"TA","BrkTil",4,"TA","Unf","Unf",815,815,"GasA","Ex","Y","SBrkr",815,875,0,1690,0,0,1,0,3,1,4,7,"Typ",1,"Detchd",1,225,"TA","Y",7,2006,144000
20,"RL",9100,"Reg","Lvl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"TA","Unf","Unf",1212,1212,"GasA","Ex","Y","SBrkr",1212,0,0,1212,0,0,2,0,3,1,3,6,"Typ",0,"Attchd",2,573,"TA","Y",6,2009,178000
20,"RL",11235,"Reg","Lvl","Sawyer","Norm","Norm","1Fam","1Story",4,5,1963,1979,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","CBlock",4,"TA","Rec","Unf",504,1051,"GasA","Gd","Y","SBrkr",1382,0,0,1382,0,0,1,1,3,1,4,6,"Typ",1,"Attchd",2,459,"TA","Y",10,2006,148000
20,"RL",9353,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",4,5,1970,1970,"Gable","CompShg","MetalSd","MetalSd","None",4,"TA","CBlock",4,"TA","Unf","Unf",864,864,"GasA","Gd","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,4,5,"Typ",0,"Attchd",1,280,"TA","Y",7,2006,116050
60,"RL",10400,"Reg","Lvl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","PConc",3,"TA","Unf","Unf",866,866,"GasA","Ex","Y","SBrkr",866,913,0,1779,0,0,2,1,3,1,3,6,"Typ",0,"Attchd",2,546,"TA","Y",3,2009,197900
50,"RM",6000,"Reg","Lvl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,8,1925,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","BrkTil",4,"TA","Unf","Unf",884,884,"GasA","Ex","Y","SBrkr",884,464,0,1348,1,0,1,0,3,1,4,5,"Typ",1,"Detchd",1,216,"TA","N",5,2009,117000
20,"RL",9750,"Reg","Lvl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2000,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","Unf","Unf",1630,1630,"GasA","Ex","Y","SBrkr",1630,0,0,1630,0,0,2,0,3,1,3,6,"Typ",1,"Attchd",2,451,"TA","Y",10,2009,213000
20,"RL",10140,"Reg","Lvl","NWAmes","Norm","Norm","1Fam","1Story",5,6,1975,1975,"Gable","CompShg","HdBoard","HdBoard","None",4,"TA","CBlock",3,"TA","ALQ","Unf",268,1056,"GasA","Ex","Y","SBrkr",1074,0,0,1074,1,0,1,1,3,1,4,6,"Typ",0,"Attchd",2,495,"TA","Y",7,2006,153500
20,"RL",14684,"IR1","Lvl","SawyerW","Norm","Norm","1Fam","1Story",7,7,1990,1991,"Hip","CompShg","HdBoard","HdBoard","BrkFace",3,"TA","CBlock",3,"TA","ALQ","BLQ",1496,2158,"GasA","Gd","Y","SBrkr",2196,0,0,2196,0,0,2,0,3,1,3,7,"Typ",1,"Attchd",3,701,"TA","Y",6,2009,271900
20,"RH",8900,"Reg","Lvl","SawyerW","Norm","Norm","1Fam","1Story",4,4,1966,1966,"Gable","CompShg","HdBoard","HdBoard","None",4,"TA","CBlock",4,"TA","Rec","Unf",0,1056,"GasA","TA","Y","SBrkr",1056,0,0,1056,1,0,1,0,2,1,4,5,"Typ",0,"Detchd",1,384,"TA","Y",11,2006,107000
20,"RL",9135,"Reg","Lvl","CollgCr","Norm","Norm","1Fam","1Story",6,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","GLQ","Unf",1342,1682,"GasA","Ex","Y","SBrkr",1700,0,0,1700,1,0,2,0,3,1,3,7,"Typ",0,"Attchd",2,544,"TA","Y",5,2006,200000
20,"RL",7763,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,7,1962,1980,"Gable","CompShg","MetalSd","MetalSd","None",4,"Gd","CBlock",4,"TA","Rec","BLQ",319,931,"GasA","TA","Y","SBrkr",1283,0,0,1283,1,0,1,0,3,1,4,6,"Typ",0,"Detchd",2,506,"TA","Y",10,2008,140000
20,"RL",10182,"IR1","Lvl","Somerst","RRNn","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","Stone",3,"TA","PConc",1,"TA","GLQ","Unf",440,1660,"GasA","Ex","Y","SBrkr",1660,0,0,1660,1,0,2,0,3,1,3,8,"Typ",1,"Attchd",2,500,"TA","Y",5,2006,290000
60,"RL",11218,"Reg","Lvl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1992,1992,"Gable","CompShg","Wd Sdng","Wd Sdng","None",3,"TA","PConc",3,"TA","Unf","Unf",1055,1055,"GasA","Ex","Y","SBrkr",1055,790,0,1845,0,0,2,1,3,1,3,8,"Typ",1,"Attchd",2,462,"TA","Y",5,2010,189000
50,"RL",12134,"IR1","Bnk","Gilbert","Norm","Norm","1Fam","1.5Fin",8,7,1988,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",3,"TA","Wood",3,"TA","GLQ","Unf",132,559,"GasA","Gd","Y","SBrkr",1080,672,0,1752,0,0,2,0,4,1,4,8,"Typ",0,"Basment",2,492,"TA","Y",6,2010,164000
30,"RL",9340,"Reg","Lvl","Edwards","Norm","Norm","1Fam","1Story",4,6,1941,1950,"Hip","CompShg","MetalSd","MetalSd","None",4,"TA","CBlock",4,"TA","Rec","Unf",328,672,"GasA","TA","Y","SBrkr",672,0,0,672,1,0,1,0,2,1,4,4,"Typ",0,"Attchd",1,234,"TA","N",8,2009,113000
80,"RL",10246,"IR1","Lvl","Sawyer","Norm","Norm","1Fam","SLvl",4,9,1965,2001,"Gable","CompShg","VinylSd","VinylSd","None",4,"Gd","CBlock",4,"Gd","GLQ","Unf",0,648,"GasA","Ex","Y","SBrkr",960,0,0,960,1,1,0,0,0,1,4,3,"Typ",0,"Attchd",1,364,"TA","Y",5,2006,145000
85,"RL",10205,"IR1","Lvl","NAmes","Norm","Norm","1Fam","SFoyer",5,5,1962,1962,"Gable","CompShg","MetalSd","MetalSd","None",4,"TA","CBlock",4,"TA","BLQ","Unf",141,925,"GasA","TA","Y","SBrkr",999,0,0,999,1,0,1,0,3,1,4,6,"Typ",0,"Attchd",1,300,"TA","Y",5,2006,134500
20,"RL",7094,"IR1","Lvl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","CBlock",4,"TA","Rec","LwQ",340,894,"GasA","TA","Y","SBrkr",894,0,0,894,0,0,1,0,3,1,4,5,"Typ",0,"Detchd",1,384,"TA","Y",5,2007,125000
90,"RM",8930,"Reg","Lvl","Sawyer","RRAe","Norm","Duplex","1.5Fin",6,5,1978,1978,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","Slab",3.26141953619115,NA,NA,NA,0,0,"GasA","TA","Y","SBrkr",1318,584,0,1902,0,0,2,0,4,2,4,8,"Typ",0,"Attchd",2,539,"TA","Y",4,2010,112000
20,"FV",8640,"Reg","Lvl","Somerst","Norm","Norm","1Fam","1Story",8,5,2009,2009,"Gable","CompShg","CemntBd","CmentBd","Stone",3,"TA","PConc",3,"TA","GLQ","Unf",364,1300,"GasA","Ex","Y","SBrkr",1314,0,0,1314,1,0,2,0,3,1,3,6,"Typ",0,"Attchd",2,552,"TA","Y",9,2009,229456
50,"RM",6240,"Reg","Lvl","BrkSide","Norm","Norm","1Fam","1.5Fin",4,5,1947,1950,"Gable","CompShg","AsbShng","AsbShng","None",4,"TA","Slab",3.26141953619115,NA,NA,NA,0,0,"GasA","Gd","N","SBrkr",672,240,0,912,0,0,1,0,2,1,4,3,"Typ",0,NA,0,0,NA,"N",7,2006,80500
160,"RM",1680,"Reg","Lvl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1971,1971,"Gable","CompShg","CemntBd","CmentBd","BrkFace",4,"TA","CBlock",4,"TA","Unf","Unf",672,672,"GasA","TA","Y","SBrkr",672,546,0,1218,0,0,1,1,3,1,4,7,"Typ",0,NA,0,0,NA,"N",4,2006,91500
20,"RL",7800,"IR1","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,5,1964,1964,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","CBlock",4,"TA","Rec","LwQ",0,912,"GasA","TA","Y","SBrkr",912,0,0,912,0,0,1,0,2,1,4,5,"Typ",0,"Attchd",1,288,"TA","Y",11,2006,115000
20,"RL",8250,"Reg","Lvl","Sawyer","Feedr","Norm","1Fam","1Story",5,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard","None",4,"TA","CBlock",4,"TA","BLQ","LwQ",210,952,"GasA","Ex","Y","SBrkr",1211,0,0,1211,0,0,1,0,3,1,4,5,"Typ",1,"Attchd",1,322,"TA","Y",8,2008,134000
50,"RL",10496,"Reg","Lvl","NAmes","Artery","Norm","1Fam","1.5Fin",6,6,1949,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",4,"TA","CBlock",4,"TA","Rec","Unf",844,1040,"GasA","Ex","Y","SBrkr",1168,678,0,1846,0,0,2,0,3,1,4,7,"Typ",1,"Attchd",1,315,"TA","Y",1,2007,143000
20,"RL",10680,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,3,1951,1951,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",4,"TA","CBlock",4,"Fa","LwQ","Unf",1380,2136,"GasA","TA","N","FuseA",2136,0,0,2136,0,0,2,0,4,1,4,7,"Mod",0,"Detchd",2,528,"TA","Y",10,2006,137900
60,"RL",15384,"IR1","Lvl","Gilbert","RRAn","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"TA","GLQ","Unf",64,788,"GasA","Ex","Y","SBrkr",788,702,0,1490,1,0,2,1,3,1,3,8,"Typ",1,"Attchd",2,388,"TA","Y",2,2008,184000
80,"RL",10482,"Reg","Lvl","NAmes","Norm","Norm","1Fam","SLvl",6,8,1958,1958,"Hip","CompShg","VinylSd","VinylSd","BrkFace",4,"Gd","CBlock",4,"TA","GLQ","Unf",81,588,"GasA","Ex","Y","SBrkr",1138,0,0,1138,0,1,1,0,3,1,4,6,"Typ",0,"Attchd",1,264,"TA","Y",6,2007,145000
60,"RL",14598,"IR1","Lvl","Somerst","Feedr","Norm","1Fam","2Story",6,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",3,"TA","PConc",3,"TA","Unf","Unf",894,894,"GasA","Ex","Y","SBrkr",894,1039,0,1933,0,0,2,1,4,1,3,9,"Typ",1,"BuiltIn",3,668,"TA","Y",1,2008,214000
